open_time,close_time,side,lots,entry_price,exit_price,commission,swap,profit,balance_after
2018.01.08 10:00:00,2018.01.08 17:11:41,buy,0.31,1.19930,1.19612,0.00,0.00,-98.58,9 899.72
2018.01.10 12:45:00,2018.01.10 13:03:42,sell,0.41,1.19876,1.20114,0.00,0.00,-97.58,9 799.88
2018.01.12 09:45:00,2018.01.12 10:39:20,sell,0.37,1.20675,1.20933,0.00,0.00,-95.46,9 702.38
2018.01.15 12:00:00,2018.01.15 20:00:00,sell,0.14,1.22602,1.22717,0.00,0.00,-16.10,9 685.50
2018.01.17 09:00:00,2018.01.17 20:00:00,buy,0.19,1.22204,1.22517,0.00,0.00,59.47,9 743.91
2018.01.18 12:45:00,2018.01.18 20:00:00,sell,0.21,1.22269,1.22285,0.00,0.00,-3.36,9 739.38
2018.01.22 10:45:00,2018.01.22 18:59:58,sell,0.38,1.22461,1.22291,0.00,0.00,64.60,9 801.85
2018.01.24 11:30:00,2018.01.24 13:21:15,sell,0.3,1.23520,1.23301,0.00,0.00,65.70,9 865.86
2018.01.25 10:15:00,2018.01.25 15:35:43,buy,0.29,1.24139,1.24370,0.00,0.00,66.99,9 931.21
2018.01.26 08:30:00,2018.01.26 09:43:37,sell,0.34,1.24483,1.24774,0.00,0.00,-98.94,9 830.35
2018.01.29 10:45:00,2018.01.29 11:03:31,buy,0.39,1.23938,1.24108,0.00,0.00,66.30,9 894.44
2018.01.30 09:00:00,2018.01.30 10:56:41,buy,0.24,1.23481,1.23746,0.00,0.00,63.60,9 956.69
2018.01.31 09:00:00,2018.01.31 10:51:39,sell,0.29,1.24492,1.24267,0.00,0.00,65.25,10 020.30
2018.02.06 09:15:00,2018.02.06 10:18:32,sell,0.25,1.23902,1.24303,0.00,0.00,-100.25,9 918.67
2018.02.08 09:15:00,2018.02.08 10:05:40,sell,0.29,1.22868,1.22645,0.00,0.00,64.67,9 981.75
2018.02.12 10:15:00,2018.02.12 10:46:43,buy,0.34,1.22626,1.22821,0.00,0.00,66.30,10 046.19
2018.02.13 09:45:00,2018.02.13 16:58:29,sell,0.27,1.23268,1.23630,0.00,0.00,-97.74,9 946.96
